lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,NYSE_MCD_2020,Financial report,How much did the International Operated Markets contribute to the total franchised revenues in 2019?,"[255, 256, 216, 570, 277, 278, 223, 215, 222, 231]","[201, 215]",8,0.5
0.5,NYSE_MCD_2020,Financial report,How many company-operated restaurants were there in the U.S. at the end of 2018?,"[277, 276, 141, 280, 570, 275, 278, 211, 187, 250]",[277],1,1.0
0.5,NYSE_MCD_2020,Financial report,What was the total revenue for the company in 2019?,"[12827, 247, 12221, 12667, 13904, 19481, 22252, 11866, 215, 18625]",[331],Not Found,0.0
0.5,NYSE_PM_2020,Financial report,On which page does the report provide Mine Safety Disclosures?,"[2771, 2772, 10278, 14352, 10277, 6773, 6774, 8179, 8180, 9208]",[10277],5,1.0
0.5,NYSE_PM_2020,Financial report,Did PMI have higher net revenues in the European Union in 2020 compared to 2018?,"[10876, 10878, 10877, 10363, 10360, 10407, 10406, 8495, 10547, 10370]",[10360],5,1.0
0.5,NYSE_PM_2020,Financial report,How much of the change in PMI's Net Revenues was attributable to currency effects?,"[10407, 10781, 11180, 10584, 10360, 2114, 10308, 10409, 10617, 10601]",[10407],1,1.0
0.5,NYSE_PM_2020,Financial report,What was PMI's net revenue from combustible products in the European Union for 2020?,"[10878, 10363, 10876, 10872, 10406, 10167, 10360, 10370, 10877, 10759]",[10878],1,1.0
0.5,NYSE_PM_2020,Financial report,What was the shipment volume of Marlboro cigarettes in 2020 according to PMI's report?,"[10393, 10547, 10149, 10138, 10395, 10404, 10262, 10182, 11185, 10156]",[10393],1,1.0
0.5,NYSE_PM_2020,Financial report,Which brand in PMI experienced the highest percentage increase in shipment volume from 2019 to 2020?,"[10596, 10390, 10381, 10627, 10393, 10872, 10580, 10568, 10406, 10370]",[10393],5,1.0
0.5,NYSE_PM_2020,Financial report,What was PMI's net revenue for the European Union in 2020?,"[10878, 10872, 10876, 10363, 10360, 10407, 10877, 8484, 10406, 7800]","[10541, 10526]",Not Found,0.0
0.5,NYSE_PM_2020,Financial report,What was the total provision for PMI's income taxes in 2020?,"[10746, 10858, 10704, 11078, 10702, 10800, 10859, 10873, 10701, 11084]",[10701],9,1.0
0.5,NYSE_PM_2020,Financial report,What product category generated the highest net revenue for the company in 2020?,"[9251, 10362, 8964, 10363, 10360, 9249, 8980, 9580, 9116, 9250]",[10311],Not Found,0.0
0.5,NYSE_PM_2020,Financial report,How did PMI's cumulative total shareholder return compare to the S&P 500 Index at the end of the 2020?,"[10284, 2782, 10283, 8916, 8918, 8917, 9229, 335, 2560, 8607]",[10284],1,1.0
0.5,NYSE_TME_2021,Financial report,Does the Lazy Audio subscription offer unlimited access to certain audio content?,"[13577, 13574, 14663, 13487, 13401, 13058, 13484, 13866, 13848, 13575]","[13577, 13567]",1,0.5
0.5,NYSE_TME_2021,Financial report,What percentage of revenue did social entertainment services contribute to the overall revenue in 2021?,"[14393, 14672, 13583, 14679, 14675, 14673, 13867, 14680, 14681, 14674]","[13572, 13583]",3,0.5
0.5,NYSE_TME_2021,Financial report,What strategies is the company employing to maintain its competitiveness in the social entertainment market amid increasing regulatory oversight?,"[13075, 13867, 13072, 13841, 13839, 22244, 13848, 13092, 13507, 13799]",[13867],2,1.0
0.5,NYSE_TME_2021,Financial report,What was the total placement of short-term investments by Tencent Music Entertainment Group in 2021?,"[14357, 14380, 13442, 13424, 13444, 13793, 13440, 16552, 16547, 13948]","[14408, 14407]",Not Found,0.0
0.5,NYSE_TME_2021,Financial report,What was the total revenue of the company in RMB for the year ended 2021?,"[18793, 13904, 14393, 15023, 18207, 5193, 21894, 12951, 12102, 12101]","[13389, 13381]",Not Found,0.0
0.5,NYSE_TME_2021,Financial report,How much did the company's finance cost change from 2019 to 2021 in terms of percentage of total revenues?,"[13932, 13931, 14623, 14714, 13904, 14529, 14872, 14821, 14820, 20948]",[13904],5,1.0
0.5,NYSE_TME_2021,Financial report,What was the profit of the company for the year 2021 in US dollars (USD)?,"[6814, 7214, 8737, 14165, 7171, 4550, 7336, 5464, 3899, 7289]",[13904],Not Found,0.0
0.5,NYSE_TME_2021,Financial report,What was the percentage of total revenue contributed by online music services in the year 2021?,"[14665, 14663, 14666, 14664, 14667, 14661, 14662, 14671, 13910, 14669]",[13904],Not Found,0.0
0.5,NYSE_TME_2021,Financial report,What was the total revenue reported by Tencent Music Entertainment Group in 2020?,"[14357, 13424, 13442, 14380, 13793, 16552, 16547, 13444, 14378, 13440]",[13904],Not Found,0.0
0.5,NYSE_TM_2021,Financial report,What was the year-on-year percentage change in Toyota's operating income for fiscal 2021?,"[17698, 5326, 14293, 18014, 5324, 1321, 19794, 9305, 8206, 18045]",[17698],1,1.0
0.5,NYSE_TM_2021,Financial report,What is the energy efficiency target for Toyota's compact SUV in the bZ series?,"[16833, 16829, 16831, 16822, 16827, 16824, 16838, 16837, 16721, 16988]",[16833],1,1.0
0.5,NYSE_TM_2021,Financial report,What is the percentage of women hired globally by Toyota Motor Corporation?,"[17508, 17476, 17478, 17703, 17712, 17698, 17702, 17534, 17480, 17704]",[17508],1,1.0
0.5,NYSE_TM_2021,Financial report,"How many members listed have a board service length of 3 years, and what are their names?","[17279, 22524, 987, 9624, 20609, 7739, 4001, 5774, 9743, 9656]",[17279],1,1.0
0.5,NYSE_TM_2021,Financial report,What is the percentage of shares held by the largest shareholder listed in the report?,"[6549, 5945, 17721, 5943, 6553, 5944, 5932, 3377, 6552, 7722]","[17721, 17707]",3,0.5
0.5,NYSE_TM_2021,Financial report,What is the total number of common shares held by the top three shareholders combined for Toyota Motor Corporation?,"[5633, 8976, 17721, 9267, 5943, 5195, 8977, 9276, 10404, 5944]","[17721, 17707]",3,0.5
0.5,NYSE_TM_2021,Financial report,What is the primary goal of the Fleet Management System of Toyota?,"[17167, 17153, 8087, 8728, 22342, 8765, 22424, 18862, 17076, 2704]","[16704, 16705, 16706, 16702, 16703]",Not Found,0.0
0.5,NYSE_TM_2021,Financial report,How does the Fleet Management System of Toyota respond when there is an increase in waiting customers?,"[17167, 17153, 8728, 8087, 22342, 22424, 8765, 18862, 17158, 17157]",[17146],Not Found,0.0
0.5,NYSE_TM_2021,Financial report,What is the difference in the rate of the engine being off during driving between HEVs and PHEVs?,"[17187, 17174, 17181, 17180, 17179, 17178, 17171, 17175, 17173, 17172]",[17187],1,1.0
0.5,NYSE_TM_2021,Financial report,What is the largest category of shareholders shown in the company's ownership breakdown?,"[22493, 14130, 18472, 3377, 6552, 17721, 6800, 5968, 3379, 5932]",[17722],Not Found,0.0
0.5,NYSE_TM_2021,Financial report,What is the role of the Board of Directors in Toyota's Corporate Governance structure?,"[17268, 17266, 14102, 2843, 5904, 5905, 17259, 17257, 17256, 12341]",[17268],1,1.0
0.5,NYSE_TM_2021,Financial report,What is the target percentage for the reduction in cost of a single battery?,"[17065, 3006, 4006, 17049, 20468, 17064, 17063, 10345, 18524, 5703]",[17065],1,1.0
0.5,NYSE_TM_2021,Financial report,How does the evolution of battery control models contribute to the development of Toyota's next-generation BEVs?,"[17065, 17063, 17064, 17921, 16884, 17370, 7542, 1116, 16843, 16869]",[17063],2,1.0
0.5,NYSE_TM_2021,Financial report,On which page does the document detail the Toyota Production System (TPS)?,"[16674, 16678, 16679, 16675, 16677, 16676, 17580, 16596, 17138, 17167]","[16674, 16651]",1,0.5
0.5,PH_2016.06.08_Economy-Final,Research report / Introduction,"According to the report, how do 5% of the Latinos see economic upward mobility for their children?","[6632, 6634, 6636, 6635, 6633, 6637, 6700, 6688, 6717, 6618]",[6634],2,1.0
0.5,PH_2016.06.08_Economy-Final,Research report / Introduction,"According to the report, which one is greater in population in the survey? Foreign born Latinos, or the Latinos interviewed by cellphone?","[10096, 8839, 10099, 8779, 10095, 8279, 10011, 8729, 6630, 8743]","[6724, 6732]",Not Found,0.0
0.5,PH_2016.06.08_Economy-Final,Research report / Introduction,"From this report, which subgroup among Hispanics has gained most confidence from 2008 to 2015? ","[9718, 6793, 6812, 6691, 6689, 8892, 6688, 6687, 7856, 8684]","[6684, 6694, 6695]",Not Found,0.0
0.5,PH_2016.06.08_Economy-Final,Research report / Introduction,"Among all 12 references in this report, how many are from its own research center?","[21861, 5296, 5821, 4773, 4431, 5710, 15884, 5022, 16059, 10280]","[6600, 6736, 6737, 6738, 6739, 6740, 6741, 6742, 6743, 6744, 6745]",Not Found,0.0
0.5,PH_2016.06.08_Economy-Final,Research report / Introduction,"According to this report, among the Hispanics shaped by four current personal financial situation, which situation involves the highest percentage that expects their future financial situation to get a lot worse?","[6707, 6708, 6710, 6706, 6709, 8697, 6647, 8699, 8698, 8700]",[6708],2,1.0
0.5,PH_2016.06.08_Economy-Final,Research report / Introduction,"According to this report, from 2014 to 2015, one group has the most significant drop of percentage of households claiming their income was falling behind cost of living.
Which group is this, and what is the percentage droped?","[7820, 6671, 6673, 7824, 7821, 6643, 5905, 10073, 9464, 7566]",[6673],3,1.0
0.5,earlybird-110722143746-phpapp02_95,Research report / Introduction,How many more millions of dollars was the median exit valuation in the USA compared to Europe at the time of the presentation?,"[21340, 21286, 21349, 21289, 21342, 21339, 21334, 21348, 21345, 21355]","[21282, 21286]",2,0.5
0.5,earlybird-110722143746-phpapp02_95,Research report / Introduction,"Which was greater at the time of the presentation, Europe IPO index value or US IPO index value?","[21298, 21296, 21297, 21301, 21299, 21300, 21281, 15619, 15620, 8855]","[21296, 21298]",1,1.0
0.5,earlybird-110722143746-phpapp02_95,Research report / Introduction,How many human quotes are provided with source in this document?,"[19297, 19296, 7205, 6326, 7300, 7541, 9565, 9051, 7303, 5028]","[21380, 21381, 21318, 21321, 21322, 21324, 21388, 21389, 21306, 21307]",Not Found,0.0
0.5,earlybird-110722143746-phpapp02_95,Research report / Introduction,Which two magazines' opinions are selected to illustrate the situation of German venture capital?,"[8005, 9249, 8347, 6168, 7872, 5973, 6382, 7661, 8074, 4591]","[21364, 21372]",Not Found,0.0
0.5,earlybird-110722143746-phpapp02_95,Research report / Introduction,"On the chart showing average exit cap, there is one point that US, Europe, and China have the same average exit cap value. What is this value in USD million? Give me an integer","[21340, 21285, 21349, 21345, 21286, 21283, 21383, 21397, 21284, 21339]",[21340],1,1.0
0.5,ddoseattle-150627210357-lva1-app6891_95,Tutorial/Workshop,"According to the chart ""Levels of Analytics"", what are the four business analystics activities?","[19395, 20489, 20400, 19393, 19397, 20401, 20490, 20457, 19394, 20493]","[19393, 19395]",1,1.0
0.5,ddoseattle-150627210357-lva1-app6891_95,Tutorial/Workshop,"According to the flowchart ""Analytics Value Chain"", what comes between Reporting and Action?","[19397, 19399, 19396, 19400, 19401, 19398, 19509, 1955, 1956, 1957]",[19397],1,1.0
0.5,ddoseattle-150627210357-lva1-app6891_95,Tutorial/Workshop,"What are the examples the slides show ""what does not make you data-driven""","[19147, 20266, 18369, 19148, 19326, 21276, 19357, 19564, 19243, 12264]","[19402, 19404, 19388, 19390, 19391]",Not Found,0.0
0.5,ddoseattle-150627210357-lva1-app6891_95,Tutorial/Workshop,Which Youtube does the slides use to show the consequce of blindly following data?,"[20266, 19147, 18369, 21276, 19148, 19564, 19326, 19357, 19243, 21682]","[19498, 19500, 19501]",Not Found,0.0
0.5,ddoseattle-150627210357-lva1-app6891_95,Tutorial/Workshop,How many hand drawn cartoons are included in the slides to illustrate the idea?,"[21276, 18470, 18457, 19430, 18514, 18459, 16804, 16744, 17753, 19208]","[19429, 19430, 19469, 19501, 19503]",4,0.2
0.5,ddoseattle-150627210357-lva1-app6891_95,Tutorial/Workshop,"In the cartoon in page 25, what does the hippo represent?","[19430, 10247, 19408, 10246, 5342, 5310, 10205, 5367, 10180, 10255]",[19431],Not Found,0.0
0.5,PG_2021.03.04_US-Views-on-China_FINAL,Research report / Introduction,"Among all valid respondents,  how many rep/lean rep independents (the exact number, not the ratio) favor building a strong relationship with China on trade? Please give your answer to the nearest hundred, such as 100, 200 or 300....","[5905, 6484, 5904, 7961, 5925, 6524, 8374, 7772, 6156, 7771]","[6589, 6503]",Not Found,0.0
0.5,PG_2021.03.04_US-Views-on-China_FINAL,Research report / Introduction,Please list all countries whose power and influence respondents would like to see diminished in the results of this report on Questions Q41a-t.,"[16689, 16697, 16700, 7112, 7301, 8128, 8652, 7508, 16645, 16704]",[6414],Not Found,0.0
0.5,PG_2021.03.04_US-Views-on-China_FINAL,Research report / Introduction,"According to the survry,  what's the absolute percent change of dem/lean dem respondents viewing China's growing military power a very serious threat from 2020 to 2021?","[6439, 6455, 6443, 6437, 6338, 6454, 6438, 6456, 6436, 6440]",[6455],2,1.0
0.5,PG_2020.03.09_US-Germany_FINAL,Research report / Introduction,What's the percentage value of west Germany respondents viewing Germany's relationship with the United States is as important as its relationship with Russia?,"[5977, 6058, 5984, 5981, 5986, 5974, 5983, 6056, 5979, 5982]",[6068],Not Found,0.0
0.5,PG_2020.03.09_US-Germany_FINAL,Research report / Introduction,"Among people who age 30-49, what is the difference of percentage value between Americen and Germen having positive view on their bilateral relationship?","[6064, 5981, 5984, 6051, 6079, 5979, 5998, 6058, 6059, 6041]",[5984],3,1.0
0.5,PG_2020.03.09_US-Germany_FINAL,Research report / Introduction,"Enumerate all chapter names (for example, Sharp divides in German and American views of security issues, from use of force to defense budgeting) that discussed the relationship between Germany or the U.S. with NATO. Your answer should be a list.","[5987, 5972, 5988, 5971, 5970, 6414, 5999, 5965, 14429, 6024]","[5987, 6077]",1,0.5
0.5,PG_2020.03.09_US-Germany_FINAL,Research report / Introduction,"List all titles of the charts (for example, Americans and Germans diverge sharply in their views of bilateral relations) in which the results are grouped by political affiliation.","[5974, 5977, 5978, 5980, 5981, 5979, 5973, 5975, 5976, 6079]","[6051, 6084, 6032, 6038, 6009]",Not Found,0.0
0.5,PG_2020.03.09_US-Germany_FINAL,Research report / Introduction,"According to this report,  what percentage of Germany respondent view China or Japan as the top economic power? Give me a percantage value.","[6074, 6071, 6072, 6073, 5931, 6034, 6038, 21342, 21340, 6040]",[6074],1,1.0
0.5,efd88e41c5f2606c57929cac6c1c0605,Research report / Introduction,Which individual lead this program?,"[19464, 1239, 19764, 6551, 20484, 922, 20342, 16098, 21969, 19463]",[21950],Not Found,0.0
0.5,efd88e41c5f2606c57929cac6c1c0605,Research report / Introduction,How many chapters are in this report?,"[21929, 21915, 21888, 21894, 21923, 21936, 21921, 21920, 21918, 21919]",[21882],Not Found,0.0
0.5,efd88e41c5f2606c57929cac6c1c0605,Research report / Introduction,What are the last 4 chapters listed in the table of contents?,"[21888, 21929, 21918, 21923, 21915, 21921, 21920, 21894, 21919, 21881]",[21882],Not Found,0.0
0.5,efd88e41c5f2606c57929cac6c1c0605,Research report / Introduction,"List the no. of chapters including research highlight. The answer shall be formatted as a list, for example, [""Chapter 5"", ""Chapter 8""].","[21921, 21918, 21920, 21919, 21888, 21929, 21881, 21923, 21882, 21883]","[21928, 21882]",9,0.5
0.5,edb88a99670417f64a6b719646aed326,Administration/Industry file,"Where is the complainant from? Your answer should be formatted as ""[City], [State]""","[21696, 21756, 21799, 21818, 21813, 21700, 21836, 21712, 21794, 10780]",[21702],Not Found,0.0
0.5,avalaunchpresentationsthatkickasteriskv3copy-150318114804-conversion-gate01_95,Tutorial/Workshop,"According to the presentation, what are three bad fonts?","[16754, 5898, 10894, 12285, 5846, 5845, 5879, 6516, 6524, 5896]",[16754],1,1.0
0.5,avalaunchpresentationsthatkickasteriskv3copy-150318114804-conversion-gate01_95,Tutorial/Workshop,How many reasons your presentation needs for asterisk kicked?,"[16744, 16803, 16804, 10250, 8143, 14389, 14390, 2123, 18946, 8144]","[16752, 16754, 16747, 16750]",Not Found,0.0
0.5,asdaaburson-marstellerarabyouthsurvey2014-140407100615-phpapp01_95,Research report / Introduction,"In 2014, respondents who believe traditional values are outdated increased by how many percentage points compared to 2011?","[16641, 16644, 16640, 16643, 16639, 16721, 6163, 16615, 16742, 7670]",[16641],1,1.0
0.5,asdaaburson-marstellerarabyouthsurvey2014-140407100615-phpapp01_95,Research report / Introduction,"In the year in which Palestine was added to the survey, respondents who believe traditional values are outdated increased by how many percentage points compared to 2011?","[16644, 16640, 16641, 16643, 16721, 16639, 6163, 7670, 7661, 16615]","[16641, 16627, 16631]",3,0.33
0.5,asdaaburson-marstellerarabyouthsurvey2014-140407100615-phpapp01_95,Research report / Introduction,Which country had the highest percentage of respondents for whom traditional values mean a lot?,"[16643, 16644, 16639, 16641, 16721, 16640, 16718, 7301, 16627, 9460]","[16641, 16645]",4,0.5
0.5,asdaaburson-marstellerarabyouthsurvey2014-140407100615-phpapp01_95,Research report / Introduction,What is the 8th (out of top10) findings listed in this presentation?,"[18984, 16737, 16734, 8096, 7445, 21943, 20046, 6357, 6750, 9371]",[16708],Not Found,0.0
0.5,asdaaburson-marstellerarabyouthsurvey2014-140407100615-phpapp01_95,Research report / Introduction,"Among the top 10 findings, how many of them are supported by statistical results grouped by the countries?","[18984, 8949, 5209, 21929, 5986, 8279, 5317, 6630, 8931, 9371]","[16672, 16641, 16675, 16645, 16718, 16689]",Not Found,0.0
0.5,asdaaburson-marstellerarabyouthsurvey2014-140407100615-phpapp01_95,Research report / Introduction,"According to this survey, which country’s youth show the greatest concern about unemployment problem?","[16734, 1790, 1777, 5982, 5985, 5983, 5986, 5984, 16659, 16737]","[16672, 16675]",Not Found,0.0
0.5,PIP_Seniors-and-Tech-Use_040314,Research report / Introduction,What is the percentage of people who do not go online?,"[6792, 6767, 6815, 6860, 8707, 19980, 8678, 6673, 8688, 6857]",[6792],1,1.0
0.5,PIP_Seniors-and-Tech-Use_040314,Research report / Introduction,"How many people who do not go online or only use SNS in the Older Adults and Technology by Princeton Survey Research Associates International from July 18 to September 30, 2013?","[6755, 6864, 6775, 6860, 6815, 6787, 6777, 6846, 6771, 6773]","[6789, 6790, 6791, 6792, 6793]",Not Found,0.0
0.5,PIP_Seniors-and-Tech-Use_040314,Research report / Introduction,"What is the percentage gap between male 65+ age group who use internet and  broadband at home in the Pew Research Center’s Internet Project July 18-September 30, 2013 tracking survey? Please write the answer into float format.","[6755, 5831, 6818, 6751, 8949, 7635, 9920, 9940, 8536, 8068]","[6805, 6815]",Not Found,0.0
0.5,PIP_Seniors-and-Tech-Use_040314,Research report / Introduction,"Among the Higher-income seniors, what are the percentage of them go online, has smartphone phone, and own a tablet computer? Please write the answer in the list format and in descend order,e.g., [""9%"",""8%""] in the Pew Research Center’s Internet Project July 18-September 30, 2013 tracking survey?","[6784, 6782, 6854, 6824, 6764, 6829, 6812, 6781, 6777, 6767]","[6824, 6805, 6832, 6815]",4,0.25
0.5,PIP_Seniors-and-Tech-Use_040314,Research report / Introduction,"How many 65+ age group people go online 3-5 times per week or Every day in the Pew Research Center’s Internet Project July 18-September 30, 2013 tracking survey?","[6755, 6818, 5831, 6751, 6745, 6286, 8900, 7635, 9920, 6302]","[6777, 6870]",Not Found,0.0
0.5,PIP_Seniors-and-Tech-Use_040314,Research report / Introduction,"What is the gap of 65+ people with College graduate contain a cell phone and a tablet computer in the Pew Research Center’s Internet Project July 18-September 30, 2013 tracking survey. ? ","[6818, 6755, 7414, 6906, 7631, 8186, 6557, 8854, 8038, 6273]","[6889, 6874, 6884, 6879]",Not Found,0.0
0.5,PIP_Seniors-and-Tech-Use_040314,Research report / Introduction,"What is the gap between male 65+ age group who use internet and  broadband at home in the Pew Research Center’s Internet Project July 18-September 30, 2013 tracking survey? Please write the answer into float format. ","[6818, 5831, 6755, 6751, 8389, 8949, 9940, 9920, 9918, 7417]","[6874, 6870]",Not Found,0.0
0.5,caltraincapacitymountainview1-150701205750-lva1-app6891_95,Research report / Introduction,How many lines go through the Union Square/Market Street station in San Francisco in the slides?,"[17930, 12359, 10968, 12344, 10953, 10952, 12343, 11369, 10947, 12338]",[17930],1,1.0
0.5,caltraincapacitymountainview1-150701205750-lva1-app6891_95,Research report / Introduction,How many figures of trains are appeared in the documents?,"[17947, 17944, 17952, 17955, 17967, 17954, 17894, 17893, 17896, 17891]","[17955, 17959, 17960, 17965, 17972, 17975, 17944, 17947, 17951]",1,0.33
0.5,caltraincapacitymountainview1-150701205750-lva1-app6891_95,Research report / Introduction,How many colors are in the slide 14?,"[16754, 20802, 38, 391, 18347, 16067, 18274, 20713, 15144, 16954]","[17920, 17922, 17923, 17924, 17925, 17926, 17927, 17928]",Not Found,0.0
0.5,caltraincapacitymountainview1-150701205750-lva1-app6891_95,Research report / Introduction,"In the figure on slide 11, how many more locations are there for Established compared to Developing?","[17915, 20616, 17914, 10162, 916, 1939, 11652, 5307, 1588, 20937]",[17915],1,1.0
0.5,digitalmeasurementframework22feb2011v6novideo-110221233835-phpapp01_95,Tutorial/Workshop,"In 24 months after the date of the presentation, what is expected to happen to the value of data visualization?","[1958, 510, 11590, 6678, 19471, 558, 7179, 5116, 19395, 1692]",[19593],Not Found,0.0
0.5,digitalmeasurementframework22feb2011v6novideo-110221233835-phpapp01_95,Tutorial/Workshop,Did more respondents say they are Product/Brand Focused or Customer Focused?,"[19616, 19619, 19066, 19062, 19031, 18978, 18976, 18980, 18974, 21689]","[19616, 19613]",1,0.5
0.5,digitalmeasurementframework22feb2011v6novideo-110221233835-phpapp01_95,Tutorial/Workshop,"How many shapes and colors of the shapes in the Slide 9? Please write the answer in the list format, e.g., [1,2]","[17767, 17658, 14494, 15554, 17502, 17537, 660, 18574, 661, 14820]","[19584, 19585, 19580, 19581, 19582, 19583]",Not Found,0.0
0.5,digitalmeasurementframework22feb2011v6novideo-110221233835-phpapp01_95,Tutorial/Workshop,What is the subtraction result of ability to get the data's percentage and concerns with the data's percentage in slide 11?,"[19590, 4122, 6275, 4125, 7463, 19865, 7464, 17688, 4123, 7632]","[19587, 19590]",1,0.5
0.5,digitalmeasurementframework22feb2011v6novideo-110221233835-phpapp01_95,Tutorial/Workshop,"What is the sum of the total number of paid search's conversions in the year of 2007, 2008 and the number of green bars in the heroes happen here launch?","[20110, 19985, 20107, 20111, 19913, 20273, 20200, 20001, 19893, 20014]","[19921, 19985, 19923, 19924, 19925]",2,0.2
0.5,digitalmeasurementframework22feb2011v6novideo-110221233835-phpapp01_95,Tutorial/Workshop,"In the Slide that mentioned Qualitative vs Quantitative Measurement, what are the colors of the text ""Qualitative"" and the background color of it? Please list the colors in list with alphabetical order, e.g., [""black"",""red""]","[20113, 20112, 19565, 20161, 5633, 5024, 10210, 20158, 10213, 10211]",[20113],1,1.0
0.5,bdf54dxa,Guidebook,Which step in the figure at the top of page 10 poured the salt to the dishwasher? Write the answer in int format.,"[17302, 17398, 17500, 17530, 17563, 17373, 17533, 17487, 17591, 17561]",[17315],Not Found,0.0
0.5,bdf54dxa,Guidebook,How many figures in page 13 contains the left arrows? Write down the number in float format with 2 decimals.,"[15136, 19441, 14868, 20495, 20598, 15184, 15185, 17707, 17706, 5184]","[17345, 17346, 17342, 17343]",Not Found,0.0
0.5,bdf54dxa,Guidebook,"In the adjusting the upper basket step, how many up arrows are contained in the figures? Write down the answers in float format with 1 decimal.","[17339, 17619, 17342, 17569, 17341, 17572, 17575, 17538, 17349, 17573]",[17351],Not Found,0.0
0.5,bdf54dxa,Guidebook,"To built-in install for the integrated diswasher model,  how many mm should the diswasher leave between the cabinet bottom and floor?","[17462, 17460, 17477, 17525, 17482, 17528, 17484, 17486, 17483, 17479]",[17461],Not Found,0.0
0.5,bdf54dxa,Guidebook,How many possible problems does the diswasher may encounter before calling for service?,"[17491, 17493, 15584, 15582, 15583, 17492, 17640, 17494, 15580, 15581]","[17492, 17493, 17494, 17495]",2,0.75
0.5,PP_2019.01.17_Trump-economy_FINAL2,Research report / Introduction,What is the proportion of people who say they are very confident in Trump's ability to handle an international crisis?,"[7696, 7690, 7691, 7705, 7701, 7703, 7700, 7766, 7706, 7774]",[7697],Not Found,0.0
0.5,PP_2019.01.17_Trump-economy_FINAL2,Research report / Introduction,What is the percentage difference between the proportion of people who are very confident in Trump's ability to make wise decisions about immigration policy and those who are not confident at all?,"[7696, 7691, 7705, 7699, 7701, 7703, 7700, 7706, 7663, 7702]",[7697],Not Found,0.0
0.5,PP_2019.01.17_Trump-economy_FINAL2,Research report / Introduction,How many Republicans are not confident at all that Trump keeps his own business interests separate from the decisions he makes as president?,"[7710, 7715, 7711, 7713, 7714, 7716, 19456, 7487, 6950, 21044]",[7716],6,1.0
0.5,PP_2019.01.17_Trump-economy_FINAL2,Research report / Introduction,"In the year when 58% of people thought it was too early to tell if Trump was a successful president, how many people believed that his economic policies had not much effect on the economic situation?","[7662, 7742, 7745, 7762, 7748, 7676, 7759, 7755, 7760, 7754]","[7754, 7748]",5,1.0
0.5,PP_2019.01.17_Trump-economy_FINAL2,Research report / Introduction,"Compared to Trump in January 2019, what higher percentage of Republicans believed that Clinton in February 1995 would be an unsuccessful president in the long run?","[7754, 7758, 7759, 7755, 7676, 7757, 7756, 7750, 7753, 7762]",[7762],10,1.0
0.5,PP_2019.01.17_Trump-economy_FINAL2,Research report / Introduction,"In 2019, what is the percentage difference between those who are not too confident that Robert Mueller is conducting a fair investigation into Russian involvement in the 2016 election and those who were very confident in January 2018?","[7764, 7777, 7770, 7680, 7775, 7774, 7768, 7766, 7706, 7716]","[7778, 7771, 7772]",Not Found,0.0
0.5,PP_2019.01.17_Trump-economy_FINAL2,Research report / Introduction,"In 2019, by what percentage is the total proportion of people who say they expect their personal financial situation to improve some or a lot over the course of the next year higher than the proportion of those saying jobs are difficult to find in their community?","[7795, 6698, 6627, 6708, 6705, 6683, 6693, 7794, 6647, 6628]","[7786, 7787, 7796, 7797, 7804]",Not Found,0.0
0.5,PG_2020.05.21_International-Cooperation-COVID_FINAL,Research report / Introduction,How many EU people believe that they will have more influence in world affairs after the coronavirus outbreak compared to before the outbreak?,"[6252, 6248, 6265, 6259, 6266, 6255, 6147, 6267, 6264, 6249]","[6249, 6253]",10,0.5
0.5,PG_2020.05.21_International-Cooperation-COVID_FINAL,Research report / Introduction,"In the United States, which group has the highest proportion of people who believe that the U.S. will have less influence in world affairs after the coronavirus outbreak compared to before the outbreak?","[6252, 6266, 6256, 6248, 6265, 6140, 6259, 6249, 6255, 6147]","[6249, 6253]",8,0.5
0.5,PG_2020.05.21_International-Cooperation-COVID_FINAL,Research report / Introduction,How many Hispanics believe the U.S. can learn a great deal from other countries around the world about ways to slow the spread of coronavirus?,"[6199, 6155, 6151, 6158, 6121, 6156, 6154, 6157, 6207, 6208]","[6146, 6156]",6,0.5
0.5,PG_2020.05.21_International-Cooperation-COVID_FINAL,Research report / Introduction,"What is the percentage difference between the proportion of people who believe the U.S. should help other countries deal with their problems and those who believe the U.S. has done a poor job in dealing with the coronavirus outbreak?

","[6177, 6174, 6139, 6144, 6162, 6138, 6160, 6172, 6178, 6484]","[6177, 6187]",1,0.5
0.5,PG_2020.05.21_International-Cooperation-COVID_FINAL,Research report / Introduction,How much greater is the partisan divide in the U.S. compared to the U.K. regarding whether the handling of the coronavirus outbreak has been good/excellent?,"[6202, 6046, 6209, 6044, 6035, 6034, 6118, 6074, 7908, 8807]",[6202],1,1.0
0.5,PG_2020.05.21_International-Cooperation-COVID_FINAL,Research report / Introduction,"In the United States, by what percentage is the proportion of people who believe the World Health Organization has done a good job in dealing with the coronavirus outbreak lower than the proportion of people who believe the U.S. has done a good job in dealing with the coronavirus outbreak?","[6122, 6217, 6214, 6218, 6141, 6215, 6146, 6241, 6118, 6212]","[6177, 6218, 6187]",4,0.33
0.5,PG_2020.05.21_International-Cooperation-COVID_FINAL,Research report / Introduction,How many more people over 65 years old do not trust information from the World Health Organization compared to postgraduates who do not trust information from the European Union in regard to the coronavirus outbreak?,"[6236, 6241, 6237, 6147, 6239, 6235, 6234, 6240, 6221, 6122]","[6226, 6237]",3,0.5
