lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,news_combined,News,Who is the lead author of the paper on baby galaxies observed by the James Webb Space Telescope?,"[16024, 16006, 16015, 8872, 1256, 16013, 20925, 2150, 1359, 2651]",[16015],3,1.0
0.5,news_combined,News,What office is Mike Johnston holding as one of the Democratic politicians concerned about immigration pressure?,"[15982, 16542, 16344, 16965, 16371, 16962, 14941, 5928, 16002, 14802]","[15901, 15982]",1,0.5
0.5,news_combined,News,Has Mayor Eric Adams made a recent push related to the city's mentally ill population?,"[16056, 14612, 16059, 16051, 16055, 17748, 16377, 15304, 16337, 15419]","[16056, 15970]",1,0.5
0.5,news_combined,News,Which city's residents face nearly everyday killings despite the retreat of Russian forces?,"[16079, 15098, 16075, 17148, 16071, 17896, 15099, 14775, 17905, 15747]",[16079],1,1.0
0.5,news_combined,News,"What verdict did the jury find for the Oath Keepers leader, Stewart Rhodes?","[17574, 16092, 14921, 2781, 10227, 8792, 11850, 2779, 15852, 11657]",[16088],Not Found,0.0
0.5,news_combined,News,Did the gene-editing in chickens completely prevent avian influenza infections?,"[16170, 16178, 16164, 16163, 214, 211, 17445, 19920, 17010, 15848]","[16178, 16107]",2,0.5
0.5,news_combined,News,How many additional reservists did the Israeli government approve to call-up?,"[16137, 15241, 17392, 16291, 16592, 16209, 16228, 15295, 17391, 15306]","[16137, 16060]",1,0.5
0.5,news_combined,News,Which village near Gaza was visited by journalists from The New York Times?,"[15241, 16282, 15227, 15240, 16502, 16136, 15239, 16209, 15292, 17394]",[16150],Not Found,0.0
0.5,news_combined,News,Did Hamas take hostages during their attack?,"[17145, 14586, 15762, 16220, 17392, 15679, 16984, 16140, 16152, 14677]","[16069, 16143]",Not Found,0.0
0.5,news_combined,News,Will the museum's new policy involve the removal of human bones from public display?,"[16243, 14358, 16252, 26773, 24429, 17323, 3988, 21265, 14839, 15135]",[16243],1,1.0
0.5,news_combined,News,Did an Israeli ground invasion of Gaza appear imminent according to the document?,"[16229, 16212, 16152, 16211, 15223, 16136, 17392, 16291, 15241, 17391]",[16213],Not Found,0.0
0.5,news_combined,News,"Who revisited ""The Exorcist"" film and its aftershocks in their article?","[16329, 20284, 16220, 15440, 15616, 900, 18232, 884, 16304, 17386]",[16329],1,1.0
0.5,news_combined,News,On what page can readers find the continuation of the story about Israeli forces entering the Gaza Strip?,"[16136, 16282, 15228, 16280, 16152, 16212, 16154, 15223, 17392, 16718]","[16304, 16229]",Not Found,0.0
0.5,news_combined,News,Was the newspaper released on weekdays?,"[1217, 1210, 17808, 15102, 15118, 16215, 14898, 16603, 2668, 15665]","[16274, 16334]",Not Found,0.0
0.5,news_combined,News,What is the brief summary of the New York Poverty news?,"[16380, 16377, 16376, 16383, 16393, 16532, 16748, 14898, 17559, 17421]","[16380, 16381]",1,0.5
0.5,news_combined,News,How many figures are there in the frontpage?,"[18221, 1451, 6586, 17954, 23444, 45, 46, 14423, 1277, 50]","[16352, 16420, 16454, 16399, 16337, 16434, 16402, 16477, 16478]",Not Found,0.0
0.5,news_combined,News,Who wrote the report about the influence of Africans on French?,"[16509, 13066, 16535, 16508, 12923, 12420, 20511, 12430, 13621, 16517]",[16513],Not Found,0.0
0.5,news_combined,News,Was the newspaper published on Monday?,"[1217, 15521, 14604, 17432, 21355, 1225, 26864, 919, 2367, 17465]",[16559],Not Found,0.0
0.5,news_combined,News,How many figures are there in the document?,"[24592, 24266, 9826, 14871, 11784, 10284, 9807, 3907, 7059, 9812]","[16688, 16691, 16564, 16633, 16667, 16671]",Not Found,0.0
0.5,news_combined,News,On what date was the newspaper released?,"[15958, 17732, 14642, 14841, 17430, 1217, 15360, 16556, 15519, 14723]","[16708, 16630]",Not Found,0.0
0.5,news_combined,News,Does the newspaper report news about King Charles?,"[17205, 14653, 19668, 16777, 17622, 16496, 17281, 14493, 15738, 16199]",[16777],4,1.0
0.5,news_combined,News,On which page does the newspaper introduce the news of Oscar nominations?,"[16858, 17860, 17622, 3900, 3903, 16378, 14641, 17723, 16781, 17834]","[16858, 16778]",1,0.5
0.5,news_combined,News,What is the title of the newspaper name?,"[1217, 1225, 12773, 12150, 1366, 4996, 11281, 20987, 21355, 16007]",[16784],Not Found,0.0
0.5,news_combined,News,Are environmental and public health groups emphasizing the economic consequences in the decisions regarding new toxic chemical regulations?,"[16904, 15457, 14828, 5765, 16900, 20297, 6700, 537, 21627, 5610]",[16904],1,1.0
0.5,news_combined,News,Did President Emmanuel Macron use a full parliamentary vote to pass the pension reform?,"[16885, 17909, 4601, 15839, 535, 21952, 17751, 17769, 15769, 4598]",[16885],1,1.0
0.5,news_combined,News,Who reported the news about Macron Decree?,"[17744, 5891, 26185, 16877, 16880, 26192, 8948, 2083, 26232, 8554]",[16884],Not Found,0.0
0.5,news_combined,News,Was the newspaper released on weekdays?,"[1217, 1210, 15102, 17808, 16215, 15118, 14898, 16603, 17430, 2668]",[16865],Not Found,0.0
0.5,news_combined,News,How many figures are there in total in the frontpage?,"[18221, 23444, 6586, 17954, 5026, 1451, 10890, 23839, 853, 14423]","[16992, 16868, 16966, 16940, 16950, 16921, 16922, 16923, 16988, 16894, 16991]",Not Found,0.0
0.5,news_combined,News,On what day was the newspaper released?,"[1217, 16437, 17732, 14642, 15958, 14841, 15360, 14723, 17430, 15665]","[16937, 16865]",Not Found,0.0
0.5,news_combined,News,On which page does the newspaper detail a Washington Scandal?,"[17074, 15378, 7352, 15129, 5282, 17759, 26568, 17426, 5830, 7465]","[17001, 17074]",1,0.5
0.5,news_combined,News,Does the newspaper contain the news about N.Y.P.D.?,"[17075, 17552, 17377, 17006, 14728, 17350, 17884, 17071, 17781, 14906]","[17002, 17075]",1,0.5
0.5,news_combined,News,Who wrote the report about the baseball union negotiations?,"[17197, 917, 25563, 5568, 17203, 865, 1683, 14831, 15965, 14971]",[17195],Not Found,0.0
0.5,news_combined,News,What is the source of russian attack images?,"[15031, 15744, 17876, 17906, 17166, 16659, 14300, 17145, 15179, 17909]",[17164],Not Found,0.0
0.5,news_combined,News,Which publication is Maureen Dowd associated with?,"[17280, 1225, 1217, 19683, 19630, 15004, 4188, 21335, 21054, 26783]",[17273],Not Found,0.0
0.5,news_combined,News,Was the newspaper released on weekends?,"[1217, 15738, 17346, 16732, 15813, 16496, 14417, 16199, 1180, 14723]",[17215],Not Found,0.0
0.5,news_combined,News,How many figures are there in the document?,"[24592, 24266, 9826, 14871, 11784, 10284, 9807, 3907, 7059, 9812]","[17217, 17251, 17188, 17265, 17204]",Not Found,0.0
0.5,news_combined,News,Was the newspaper released on weekdays?,"[1217, 1210, 15102, 17808, 16215, 15118, 14898, 16603, 2668, 17430]","[17282, 17215]",Not Found,0.0
0.5,news_combined,News,On which page does the newspaper detail the news about Ukraine fights?,"[17914, 17166, 14638, 17145, 15146, 16125, 14805, 15728, 15697, 17316]","[17373, 17374]",Not Found,0.0
0.5,news_combined,News,On what data was the newspaper released?,"[12773, 15573, 16437, 16748, 20248, 16147, 1815, 1217, 16215, 15738]","[17432, 17359]",Not Found,0.0
0.5,news_combined,News,Has the New York Times' racial equity audit of the Administration for Children’s Services been publicly released?,"[17554, 16018, 14750, 6833, 7335, 20685, 16283, 3769, 8059, 16580]",[17554],1,1.0
0.5,news_combined,News,Who reported the news about the child welfare agency accusation?,"[15403, 15616, 16345, 16824, 17622, 2502, 15652, 15213, 17332, 1720]",[17551],Not Found,0.0
0.5,news_combined,News,Does the newspaper contain the world cup news?,"[14559, 16572, 15365, 14641, 15960, 15666, 15520, 19563, 10106, 16558]",[17535],Not Found,0.0
0.5,news_combined,News,On what day was the newspaper released?,"[1217, 16437, 17732, 15958, 14642, 14841, 15360, 14723, 17430, 15665]",[17587],Not Found,0.0
0.5,news_combined,News,In which year was the newspaper released?,"[15738, 16732, 15958, 14841, 17430, 15519, 14909, 17356, 17732, 14642]",[17587],Not Found,0.0
0.5,news_combined,News,Does the newspaper contain the information about French Open championship?,"[17801, 15525, 15591, 3321, 17727, 3324, 2600, 14472, 22543, 26565]",[17727],5,1.0
0.5,news_combined,News,How many figures are there in the front page?,"[46, 45, 17954, 135, 6586, 131, 132, 5026, 1599, 18221]","[17792, 17793, 17736, 17716, 17717, 17750, 17718, 17753, 17790]",Not Found,0.0
0.5,news_combined,News,Did a clinic in Brazil report Xaiana for admitting to terminating a pregnancy?,"[17850, 17857, 17488, 1905, 3865, 16841, 15685, 2049, 18326, 20388]",[17865],Not Found,0.0
0.5,news_combined,News,What is the date of the newspaper?,"[17732, 14642, 14841, 17430, 15958, 15665, 15519, 15813, 14723, 14909]",[17809],Not Found,0.0
0.5,news_combined,News,On what day was the newspaper released?,"[1217, 16437, 17732, 15958, 14642, 14841, 15360, 14723, 15665, 17430]",[17809],Not Found,0.0
0.5,news_combined,News,How many figures are there in the document?,"[24592, 24266, 9826, 14871, 11784, 10284, 9807, 3907, 7059, 9812]","[17890, 17827, 17816, 17932, 17903, 17935, 17936, 17876, 17878, 17879, 17912]",Not Found,0.0
