lambda_rel,doc_name,domain,question,layout_retrieved,gt,first_hit_rank,recall
0.5,P18-1013,Academic paper,How many times does the paper mention GAN?,"[7911, 15354, 5805, 5566, 17537, 4538, 4641, 5628, 11934, 6159]","[4312, 4290, 4292, 4301]",Not Found,0.0
0.5,P19-1078,Academic paper,What type of copying mechanism does the TRADE model employ?,"[5121, 5055, 5050, 5048, 5049, 5051, 5124, 5107, 5034, 5139]",[5058],Not Found,0.0
0.5,P19-1078,Academic paper,Which domain showed the highest joint goal accuracy in the zero-shot experiments?,"[5120, 5034, 5139, 5119, 5102, 5112, 5123, 5125, 5107, 5114]","[5110, 5119]",4,0.5
0.5,P19-1078,Academic paper,What are the three major components of the proposed TRADE model as shown in Figure 2?,"[5055, 5121, 5048, 5124, 5049, 5050, 5051, 5107, 5034, 5265]",[5054],Not Found,0.0
0.5,P19-1470,Academic paper,What decoding method resulted in the highest average quality percentage for generating knowledge tuples according to Table 3?,"[5541, 5545, 5538, 4241, 5560, 5542, 4767, 4766, 5815, 15794]","[5541, 5533]",1,0.5
0.5,P18-4013,Academic paper,"According to Figure 4, does the training speed of NCRF++ continue to increase after a batch size of 100?","[4769, 4725, 4771, 4722, 4742, 4733, 4740, 4721, 4709, 4738]","[4755, 4766]",Not Found,0.0
0.5,P18-4013,Academic paper,What feature combination yielded the highest F score according to Table 2?,"[5351, 18473, 18472, 18470, 4610, 4611, 18347, 10235, 4338, 10328]",[4755],Not Found,0.0
0.5,P18-4013,Academic paper,How many references are mentioned in the paper?,"[5578, 15825, 11910, 4701, 16025, 10375, 5707, 5819, 4875, 4318]","[4772, 4773, 4774]",Not Found,0.0
0.5,P19-1041,Academic paper,On which page does the paper detail the hyperparameter settings?,"[4139, 4501, 5270, 10343, 5528, 4676, 4749, 5793, 5585, 4761]",[4977],Not Found,0.0
0.5,W19-5302,Academic paper,Is the Meteor++_2.0 (syntax+copy) score for the enkk-en language pair higher than the score for enfi-en?,"[15992, 15961, 15987, 15970, 15938, 15971, 15872, 15988, 15964, 15936]",[15962],Not Found,0.0
0.5,W19-5302,Academic paper,What is the language pair with the highest number of DA pairs?,"[15872, 16008, 15942, 15961, 15998, 15935, 15965, 15936, 15992, 15959]","[15874, 15861]",Not Found,0.0
0.5,P18-1009,Academic paper,Which source of supervision has the highest precision according to Table 2?,"[4129, 14071, 14272, 4146, 4160, 12664, 14080, 4152, 10199, 4440]",[4125],Not Found,0.0
0.5,OTC_NSRGY_2020,Financial report,Did Zone EMENA experience an increase in its underlying trading operating profit margin in 2020?,"[584, 504, 531, 561, 583, 582, 529, 21, 530, 513]",[579],Not Found,0.0
0.5,USCOURTS-nmd-1_24-cr-00032-8,Government,What will happen if the government fails to establish the relevance of Exhibits 6F and 11C?,"[1704, 1356, 1703, 7525, 7523, 7529, 17807, 7526, 7528, 614]",[14546],Not Found,0.0
0.5,USCOURTS-laed-2_23-cv-02060-0,Government,Are surplus lines insurers subject to approval by the Department of Insurance according to Louisiana law?,"[14428, 14462, 14455, 14421, 14416, 14409, 14461, 14448, 14415, 849]","[14424, 14428]",1,0.5
0.5,USCOURTS-laed-2_23-cv-06661-0,Government,What are the grounds for the removal of Chicken Mart's case to the United States District Court?,"[14526, 16104, 16109, 14528, 14471, 14464, 14489, 14529, 16129, 14485]",[14446],Not Found,0.0
0.5,USCOURTS-laed-2_23-cv-06661-0,Government,On which page does the document present the signature of US District Judge?,"[16104, 8249, 14386, 11361, 9897, 9898, 8247, 14348, 14347, 14472]",[14470],Not Found,0.0
0.5,USCOURTS-laed-2_23-cv-06661-0,Government,What is the main content of Section III?,"[14426, 4449, 4448, 1835, 1828, 1827, 1829, 1831, 1834, 1833]","[14456, 14457, 14458, 14454]",Not Found,0.0
