"lambda_rel","doc_name","domain","question","layout_retrieved","gt","first_hit_rank","recall","source_range","source_file"
"0.0","NYSE_TME_2021","Financial report","What was the profit of the company for the year 2021 in US dollars (USD)?","[13904, 5371, 13905, 5391, 5395, 5396, 5392, 13469, 13944, 5270]","[13904]","1","1.0","185-200","trial_report_best_lambda_0.0.csv"
"0.0","NYSE_TME_2021","Financial report","What was the percentage of total revenue contributed by online music services in the year 2021?","[13865, 13572, 13904, 13846, 13910, 14402, 15053, 13866, 14403, 13918]","[13904]","3","1.0","185-200","trial_report_best_lambda_0.0.csv"
"0.0","NYSE_TME_2021","Financial report","What was the total revenue reported by Tencent Music Entertainment Group in 2020?","[13424, 14380, 13440, 16575, 14848, 16570, 13988, 12991, 16561, 16547]","[13904]","Not Found","0.0","185-200","trial_report_best_lambda_0.0.csv"
"0.0","NYSE_TM_2021","Financial report","What was the year-on-year percentage change in Toyota's operating income for fiscal 2021?","[17698, 17702, 17704, 17303, 17302, 17701, 17703, 17582, 5415, 5169]","[17698]","1","1.0","185-200","trial_report_best_lambda_0.0.csv"
"0.0","NYSE_TM_2021","Financial report","What is the energy efficiency target for Toyota's compact SUV in the bZ series?","[17064, 16816, 17049, 17050, 16838, 16824, 17041, 16817, 16833, 16813]","[16833]","9","1.0","185-200","trial_report_best_lambda_0.0.csv"
"0.0","NYSE_TM_2021","Financial report","What is the percentage of women hired globally by Toyota Motor Corporation?","[17508, 17476, 17491, 17478, 17488, 17534, 17698, 17480, 17624, 16586]","[17508]","1","1.0","185-200","trial_report_best_lambda_0.0.csv"
"0.0","NYSE_TM_2021","Financial report","How many members listed have a board service length of 3 years, and what are their names?","[17279, 5848, 6105, 6057, 6129, 6361, 12350, 6605, 6081, 3413]","[17279]","1","1.0","185-200","trial_report_best_lambda_0.0.csv"
"0.0","NYSE_TM_2021","Financial report","What is the percentage of shares held by the largest shareholder listed in the report?","[5945, 5944, 5943, 7722, 6549, 6553, 7092, 17721, 5932, 6552]","[17721, 17707]","8","0.5","185-200","trial_report_best_lambda_0.0.csv"
"0.0","NYSE_TM_2021","Financial report","What is the total number of common shares held by the top three shareholders combined for Toyota Motor Corporation?","[17702, 17721, 17701, 17722, 17717, 17698, 17343, 17347, 17703, 17704]","[17721, 17707]","2","0.5","185-200","trial_report_best_lambda_0.0.csv"
"0.0","NYSE_TM_2021","Financial report","What is the primary goal of the Fleet Management System of Toyota?","[17153, 17167, 17157, 17158, 17404, 16747, 17580, 17567, 17296, 17073]","[16704, 16705, 16706, 16702, 16703]","Not Found","0.0","185-200","trial_report_best_lambda_0.0.csv"
"0.0","NYSE_TM_2021","Financial report","How does the Fleet Management System of Toyota respond when there is an increase in waiting customers?","[17167, 16747, 17153, 17147, 17564, 17352, 17155, 17433, 16715, 17265]","[17146]","Not Found","0.0","185-200","trial_report_best_lambda_0.0.csv"
"0.0","NYSE_TM_2021","Financial report","What is the difference in the rate of the engine being off during driving between HEVs and PHEVs?","[17187, 17174, 17180, 17181, 17186, 17179, 17034, 17078, 17184, 17041]","[17187]","1","1.0","185-200","trial_report_best_lambda_0.0.csv"
"0.0","NYSE_TM_2021","Financial report","What is the largest category of shareholders shown in the company's ownership breakdown?","[22493, 3379, 5968, 17722, 14130, 3377, 5944, 17721, 5932, 5943]","[17722]","4","1.0","185-200","trial_report_best_lambda_0.0.csv"
"0.0","NYSE_TM_2021","Financial report","What is the role of the Board of Directors in Toyota's Corporate Governance structure?","[17268, 17266, 17281, 17279, 17297, 17603, 2843, 17625, 17269, 17614]","[17268]","1","1.0","185-200","trial_report_best_lambda_0.0.csv"
"0.0","NYSE_TM_2021","Financial report","What is the target percentage for the reduction in cost of a single battery?","[17065, 17064, 17050, 17049, 17051, 17063, 17044, 17041, 17083, 17069]","[17065]","1","1.0","185-200","trial_report_best_lambda_0.0.csv"
"0.0","NYSE_TM_2021","Financial report","How does the evolution of battery control models contribute to the development of Toyota's next-generation BEVs?","[17064, 17063, 17069, 17051, 17066, 16803, 17370, 17065, 16802, 17035]","[17063]","2","1.0","185-200","trial_report_best_lambda_0.0.csv"
"0.0","NYSE_TM_2021","Financial report","On which page does the document detail the Toyota Production System (TPS)?","[16674, 16675, 16677, 16678, 16676, 16596, 17580, 16679, 17138, 17212]","[16674, 16651]","1","0.5","185-200","trial_report_best_lambda_0.0.csv"
"0.5","PH_2016.06.08_Economy-Final","Research report / Introduction","According to the report, how do 5% of the Latinos see economic upward mobility for their children?","[6637, 6634, 6633, 6632, 6636, 6612, 6635, 6676, 6677, 6629]","[6634]","2","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PH_2016.06.08_Economy-Final","Research report / Introduction","According to the report, which one is greater in population in the survey? Foreign born Latinos, or the Latinos interviewed by cellphone?","[10099, 10110, 6630, 6734, 10106, 10098, 10111, 10096, 8839, 6732]","[6724, 6732]","10","0.5","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PH_2016.06.08_Economy-Final","Research report / Introduction","From this report, which subgroup among Hispanics has gained most confidence from 2008 to 2015? ","[6625, 6630, 6624, 6631, 6637, 6621, 6623, 6627, 6626, 6628]","[6684, 6694, 6695]","Not Found","0.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PH_2016.06.08_Economy-Final","Research report / Introduction","Among all 12 references in this report, how many are from its own research center?","[5296, 6796, 4431, 5022, 5820, 4773, 10265, 10144, 9886, 10378]","[6600, 6736, 6737, 6738, 6739, 6740, 6741, 6742, 6743, 6744, 6745]","Not Found","0.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PH_2016.06.08_Economy-Final","Research report / Introduction","According to this report, among the Hispanics shaped by four current personal financial situation, which situation involves the highest percentage that expects their future financial situation to get a lot worse?","[6708, 6707, 6710, 6647, 6627, 6705, 6706, 6652, 6717, 6712]","[6708]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PH_2016.06.08_Economy-Final","Research report / Introduction","According to this report, from 2014 to 2015, one group has the most significant drop of percentage of households claiming their income was falling behind cost of living.
Which group is this, and what is the percentage droped?","[6673, 6671, 6674, 6643, 7824, 6672, 6675, 16663, 6641, 16721]","[6673]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","earlybird-110722143746-phpapp02_95","Research report / Introduction","How many more millions of dollars was the median exit valuation in the USA compared to Europe at the time of the presentation?","[21286, 21349, 21340, 21342, 21339, 21282, 21289, 21285, 21345, 21334]","[21282, 21286]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","earlybird-110722143746-phpapp02_95","Research report / Introduction","Which was greater at the time of the presentation, Europe IPO index value or US IPO index value?","[21298, 21296, 21301, 21297, 21299, 21300, 21281, 2179, 1592, 21383]","[21296, 21298]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","earlybird-110722143746-phpapp02_95","Research report / Introduction","How many human quotes are provided with source in this document?","[19297, 7205, 7541, 7303, 9565, 19548, 6326, 7213, 19296, 9523]","[21380, 21381, 21318, 21321, 21322, 21324, 21388, 21389, 21306, 21307]","Not Found","0.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","earlybird-110722143746-phpapp02_95","Research report / Introduction","Which two magazines' opinions are selected to illustrate the situation of German venture capital?","[21358, 21312, 21282, 21321, 21401, 21310, 21383, 6076, 21289, 21334]","[21364, 21372]","Not Found","0.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","earlybird-110722143746-phpapp02_95","Research report / Introduction","On the chart showing average exit cap, there is one point that US, Europe, and China have the same average exit cap value. What is this value in USD million? Give me an integer","[21340, 21349, 21342, 21286, 21285, 21345, 21289, 21383, 21339, 21282]","[21340]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","ddoseattle-150627210357-lva1-app6891_95","Tutorial/Workshop","According to the chart ""Levels of Analytics"", what are the four business analystics activities?","[19395, 19393, 19394, 19397, 20490, 20489, 20491, 17669, 20457, 19590]","[19393, 19395]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","ddoseattle-150627210357-lva1-app6891_95","Tutorial/Workshop","According to the flowchart ""Analytics Value Chain"", what comes between Reporting and Action?","[19397, 19399, 19395, 19509, 19471, 19667, 19393, 19507, 20342, 19396]","[19397]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","ddoseattle-150627210357-lva1-app6891_95","Tutorial/Workshop","What are the examples the slides show ""what does not make you data-driven""","[19507, 19477, 19484, 19480, 19432, 19417, 19457, 19476, 19465, 19390]","[19402, 19404, 19388, 19390, 19391]","10","0.2","200-280","trial_report_best_lambda_0.5.csv"
"0.5","ddoseattle-150627210357-lva1-app6891_95","Tutorial/Workshop","Which Youtube does the slides use to show the consequce of blindly following data?","[19498, 19499, 19497, 19503, 10221, 4799, 17727, 19269, 7246, 20184]","[19498, 19500, 19501]","1","0.33","200-280","trial_report_best_lambda_0.5.csv"
"0.5","ddoseattle-150627210357-lva1-app6891_95","Tutorial/Workshop","How many hand drawn cartoons are included in the slides to illustrate the idea?","[19410, 18457, 16753, 18470, 19406, 19412, 19503, 18459, 20604, 16579]","[19429, 19430, 19469, 19501, 19503]","7","0.2","200-280","trial_report_best_lambda_0.5.csv"
"0.5","ddoseattle-150627210357-lva1-app6891_95","Tutorial/Workshop","In the cartoon in page 25, what does the hippo represent?","[19430, 19408, 18502, 16483, 16480, 18878, 19406, 19429, 5342, 18445]","[19431]","Not Found","0.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PG_2021.03.04_US-Views-on-China_FINAL","Research report / Introduction","Among all valid respondents,  how many rep/lean rep independents (the exact number, not the ratio) favor building a strong relationship with China on trade? Please give your answer to the nearest hundred, such as 100, 200 or 300....","[5905, 5904, 6503, 6484, 5855, 6498, 6419, 5913, 6407, 5925]","[6589, 6503]","3","0.5","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PG_2021.03.04_US-Views-on-China_FINAL","Research report / Introduction","Please list all countries whose power and influence respondents would like to see diminished in the results of this report on Questions Q41a-t.","[6372, 16700, 16704, 16697, 16648, 6354, 6408, 16718, 6253, 6414]","[6414]","10","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PG_2021.03.04_US-Views-on-China_FINAL","Research report / Introduction","According to the survry,  what's the absolute percent change of dem/lean dem respondents viewing China's growing military power a very serious threat from 2020 to 2021?","[6455, 6439, 6338, 5925, 5905, 5873, 5922, 6407, 5904, 6362]","[6455]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PG_2020.03.09_US-Germany_FINAL","Research report / Introduction","What's the percentage value of west Germany respondents viewing Germany's relationship with the United States is as important as its relationship with Russia?","[6032, 6058, 6069, 6061, 6054, 5977, 6068, 6079, 6044, 5984]","[6068]","7","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PG_2020.03.09_US-Germany_FINAL","Research report / Introduction","Among people who age 30-49, what is the difference of percentage value between Americen and Germen having positive view on their bilateral relationship?","[6064, 5981, 5984, 8816, 8406, 5862, 6196, 8839, 5913, 6394]","[5984]","3","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PG_2020.03.09_US-Germany_FINAL","Research report / Introduction","Enumerate all chapter names (for example, Sharp divides in German and American views of security issues, from use of force to defense budgeting) that discussed the relationship between Germany or the U.S. with NATO. Your answer should be a list.","[5977, 5988, 6079, 5994, 6076, 6081, 5972, 6080, 5987, 5989]","[5987, 6077]","9","0.5","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PG_2020.03.09_US-Germany_FINAL","Research report / Introduction","List all titles of the charts (for example, Americans and Germans diverge sharply in their views of bilateral relations) in which the results are grouped by political affiliation.","[5974, 5979, 5980, 5973, 5978, 5981, 5975, 5977, 5976, 5972]","[6051, 6084, 6032, 6038, 6009]","Not Found","0.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PG_2020.03.09_US-Germany_FINAL","Research report / Introduction","According to this report,  what percentage of Germany respondent view China or Japan as the top economic power? Give me a percantage value.","[6074, 6071, 6044, 6072, 5931, 6064, 631, 6073, 20795, 6032]","[6074]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","efd88e41c5f2606c57929cac6c1c0605","Research report / Introduction","Which individual lead this program?","[1608, 1801, 1741, 455, 1777, 1733, 457, 1766, 1759, 1863]","[21950]","Not Found","0.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","efd88e41c5f2606c57929cac6c1c0605","Research report / Introduction","How many chapters are in this report?","[21936, 21929, 21915, 21888, 21893, 21923, 21894, 21887, 21917, 21883]","[21882]","Not Found","0.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","efd88e41c5f2606c57929cac6c1c0605","Research report / Introduction","What are the last 4 chapters listed in the table of contents?","[9905, 21918, 6615, 21881, 21920, 21929, 21077, 21888, 21919, 21926]","[21882]","Not Found","0.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","efd88e41c5f2606c57929cac6c1c0605","Research report / Introduction","List the no. of chapters including research highlight. The answer shall be formatted as a list, for example, [""Chapter 5"", ""Chapter 8""].","[21929, 21936, 21888, 21921, 21927, 21923, 21930, 18672, 21920, 21893]","[21928, 21882]","Not Found","0.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","edb88a99670417f64a6b719646aed326","Administration/Industry file","Where is the complainant from? Your answer should be formatted as ""[City], [State]""","[21696, 21693, 21809, 21710, 21695, 21694, 21756, 21733, 21741, 21745]","[21702]","Not Found","0.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","avalaunchpresentationsthatkickasteriskv3copy-150318114804-conversion-gate01_95","Tutorial/Workshop","According to the presentation, what are three bad fonts?","[16754, 4214, 16788, 16785, 19587, 21281, 4213, 4304, 6471, 10762]","[16754]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","avalaunchpresentationsthatkickasteriskv3copy-150318114804-conversion-gate01_95","Tutorial/Workshop","How many reasons your presentation needs for asterisk kicked?","[16744, 16803, 16804, 12235, 16748, 17192, 19558, 16785, 10250, 16770]","[16752, 16754, 16747, 16750]","Not Found","0.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","asdaaburson-marstellerarabyouthsurvey2014-140407100615-phpapp01_95","Research report / Introduction","In 2014, respondents who believe traditional values are outdated increased by how many percentage points compared to 2011?","[16641, 16721, 16644, 16640, 16643, 16639, 16718, 18492, 18494, 6674]","[16641]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","asdaaburson-marstellerarabyouthsurvey2014-140407100615-phpapp01_95","Research report / Introduction","In the year in which Palestine was added to the survey, respondents who believe traditional values are outdated increased by how many percentage points compared to 2011?","[16641, 16721, 16644, 16718, 16640, 16643, 16639, 18492, 18494, 16645]","[16641, 16627, 16631]","1","0.33","200-280","trial_report_best_lambda_0.5.csv"
"0.5","asdaaburson-marstellerarabyouthsurvey2014-140407100615-phpapp01_95","Research report / Introduction","Which country had the highest percentage of respondents for whom traditional values mean a lot?","[16643, 16644, 16721, 16641, 16639, 16718, 16640, 6058, 6079, 16701]","[16641, 16645]","4","0.5","200-280","trial_report_best_lambda_0.5.csv"
"0.5","asdaaburson-marstellerarabyouthsurvey2014-140407100615-phpapp01_95","Research report / Introduction","What is the 8th (out of top10) findings listed in this presentation?","[16734, 16737, 15740, 16634, 16733, 16736, 20046, 21929, 8096, 15741]","[16708]","Not Found","0.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","asdaaburson-marstellerarabyouthsurvey2014-140407100615-phpapp01_95","Research report / Introduction","Among the top 10 findings, how many of them are supported by statistical results grouped by the countries?","[5968, 5986, 16737, 16734, 21889, 15740, 16740, 5853, 16741, 5966]","[16672, 16641, 16675, 16645, 16718, 16689]","Not Found","0.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","asdaaburson-marstellerarabyouthsurvey2014-140407100615-phpapp01_95","Research report / Introduction","According to this survey, which country’s youth show the greatest concern about unemployment problem?","[16734, 16663, 16721, 16659, 16653, 16718, 5928, 6642, 6645, 16672]","[16672, 16675]","10","0.5","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PIP_Seniors-and-Tech-Use_040314","Research report / Introduction","What is the percentage of people who do not go online?","[6792, 6767, 6857, 6777, 6846, 6815, 6756, 6854, 6856, 6755]","[6792]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PIP_Seniors-and-Tech-Use_040314","Research report / Introduction","How many people who do not go online or only use SNS in the Older Adults and Technology by Princeton Survey Research Associates International from July 18 to September 30, 2013?","[6906, 6789, 6912, 6787, 6910, 6792, 6092, 6786, 6852, 6785]","[6789, 6790, 6791, 6792, 6793]","2","0.4","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PIP_Seniors-and-Tech-Use_040314","Research report / Introduction","What is the percentage gap between male 65+ age group who use internet and  broadband at home in the Pew Research Center’s Internet Project July 18-September 30, 2013 tracking survey? Please write the answer into float format.","[6906, 6755, 6767, 6899, 7636, 6870, 6903, 6815, 7419, 6759]","[6805, 6815]","8","0.5","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PIP_Seniors-and-Tech-Use_040314","Research report / Introduction","Among the Higher-income seniors, what are the percentage of them go online, has smartphone phone, and own a tablet computer? Please write the answer in the list format and in descend order,e.g., [""9%"",""8%""] in the Pew Research Center’s Internet Project July 18-September 30, 2013 tracking survey?","[6755, 6824, 6764, 6906, 6784, 6832, 6854, 6846, 6818, 6782]","[6824, 6805, 6832, 6815]","2","0.5","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PIP_Seniors-and-Tech-Use_040314","Research report / Introduction","How many 65+ age group people go online 3-5 times per week or Every day in the Pew Research Center’s Internet Project July 18-September 30, 2013 tracking survey?","[6777, 6755, 6906, 6854, 6775, 6767, 6870, 6903, 6899, 7464]","[6777, 6870]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PIP_Seniors-and-Tech-Use_040314","Research report / Introduction","What is the gap of 65+ people with College graduate contain a cell phone and a tablet computer in the Pew Research Center’s Internet Project July 18-September 30, 2013 tracking survey. ? ","[6906, 6824, 7419, 6910, 6755, 6884, 6889, 6832, 6899, 6903]","[6889, 6874, 6884, 6879]","6","0.5","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PIP_Seniors-and-Tech-Use_040314","Research report / Introduction","What is the gap between male 65+ age group who use internet and  broadband at home in the Pew Research Center’s Internet Project July 18-September 30, 2013 tracking survey? Please write the answer into float format. ","[6906, 6755, 6899, 6767, 6870, 7636, 6815, 6903, 7419, 6759]","[6874, 6870]","5","0.5","200-280","trial_report_best_lambda_0.5.csv"
"0.5","caltraincapacitymountainview1-150701205750-lva1-app6891_95","Research report / Introduction","How many lines go through the Union Square/Market Street station in San Francisco in the slides?","[17930, 17898, 17906, 17926, 17915, 11412, 11415, 17936, 17903, 17932]","[17930]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","caltraincapacitymountainview1-150701205750-lva1-app6891_95","Research report / Introduction","How many figures of trains are appeared in the documents?","[17951, 17954, 17955, 17947, 17944, 17964, 17896, 17952, 17894, 17958]","[17955, 17959, 17960, 17965, 17972, 17975, 17944, 17947, 17951]","1","0.44","200-280","trial_report_best_lambda_0.5.csv"
"0.5","caltraincapacitymountainview1-150701205750-lva1-app6891_95","Research report / Introduction","How many colors are in the slide 14?","[396, 18265, 16543, 18177, 17502, 18192, 11373, 11374, 18250, 16069]","[17920, 17922, 17923, 17924, 17925, 17926, 17927, 17928]","Not Found","0.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","caltraincapacitymountainview1-150701205750-lva1-app6891_95","Research report / Introduction","In the figure on slide 11, how many more locations are there for Established compared to Developing?","[17915, 17914, 21282, 20315, 20616, 10162, 10160, 8521, 11055, 11849]","[17915]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","digitalmeasurementframework22feb2011v6novideo-110221233835-phpapp01_95","Tutorial/Workshop","In 24 months after the date of the presentation, what is expected to happen to the value of data visualization?","[19593, 19596, 19590, 19794, 19792, 17811, 19464, 17813, 5022, 4870]","[19593]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","digitalmeasurementframework22feb2011v6novideo-110221233835-phpapp01_95","Tutorial/Workshop","Did more respondents say they are Product/Brand Focused or Customer Focused?","[19616, 19619, 16182, 21656, 938, 21689, 19596, 16184, 19629, 19939]","[19616, 19613]","1","0.5","200-280","trial_report_best_lambda_0.5.csv"
"0.5","digitalmeasurementframework22feb2011v6novideo-110221233835-phpapp01_95","Tutorial/Workshop","How many shapes and colors of the shapes in the Slide 9? Please write the answer in the list format, e.g., [1,2]","[17502, 17658, 17503, 254, 17767, 17500, 15077, 20553, 11373, 11374]","[19584, 19585, 19580, 19581, 19582, 19583]","Not Found","0.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","digitalmeasurementframework22feb2011v6novideo-110221233835-phpapp01_95","Tutorial/Workshop","What is the subtraction result of ability to get the data's percentage and concerns with the data's percentage in slide 11?","[19590, 9400, 7539, 7535, 19525, 19529, 20159, 7531, 7517, 5671]","[19587, 19590]","1","0.5","200-280","trial_report_best_lambda_0.5.csv"
"0.5","digitalmeasurementframework22feb2011v6novideo-110221233835-phpapp01_95","Tutorial/Workshop","What is the sum of the total number of paid search's conversions in the year of 2007, 2008 and the number of green bars in the heroes happen here launch?","[19985, 20110, 20107, 20111, 19913, 16508, 19893, 19726, 20218, 20001]","[19921, 19985, 19923, 19924, 19925]","1","0.2","200-280","trial_report_best_lambda_0.5.csv"
"0.5","digitalmeasurementframework22feb2011v6novideo-110221233835-phpapp01_95","Tutorial/Workshop","In the Slide that mentioned Qualitative vs Quantitative Measurement, what are the colors of the text ""Qualitative"" and the background color of it? Please list the colors in list with alphabetical order, e.g., [""black"",""red""]","[20113, 19565, 20124, 20161, 20112, 20159, 19844, 20114, 20115, 20120]","[20113]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","bdf54dxa","Guidebook","Which step in the figure at the top of page 10 poured the salt to the dishwasher? Write the answer in int format.","[17302, 17314, 17297, 17599, 17487, 17303, 17528, 17530, 17373, 17315]","[17315]","10","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","bdf54dxa","Guidebook","How many figures in page 13 contains the left arrows? Write down the number in float format with 2 decimals.","[18542, 19697, 21286, 18580, 18874, 19694, 18591, 18590, 19385, 396]","[17345, 17346, 17342, 17343]","Not Found","0.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","bdf54dxa","Guidebook","In the adjusting the upper basket step, how many up arrows are contained in the figures? Write down the answers in float format with 1 decimal.","[17339, 17342, 17341, 17351, 17346, 17343, 17349, 17348, 17345, 17350]","[17351]","4","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","bdf54dxa","Guidebook","To built-in install for the integrated diswasher model,  how many mm should the diswasher leave between the cabinet bottom and floor?","[17461, 17460, 17462, 17459, 17484, 17482, 17285, 17456, 17632, 17525]","[17461]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","bdf54dxa","Guidebook","How many possible problems does the diswasher may encounter before calling for service?","[17492, 17494, 17640, 17493, 17495, 15417, 17621, 15497, 17533, 17285]","[17492, 17493, 17494, 17495]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PP_2019.01.17_Trump-economy_FINAL2","Research report / Introduction","What is the proportion of people who say they are very confident in Trump's ability to handle an international crisis?","[7697, 7694, 7706, 7766, 6428, 7693, 7696, 7700, 7713, 6346]","[7697]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PP_2019.01.17_Trump-economy_FINAL2","Research report / Introduction","What is the percentage difference between the proportion of people who are very confident in Trump's ability to make wise decisions about immigration policy and those who are not confident at all?","[7693, 7697, 7706, 7702, 7700, 7703, 7699, 7696, 7665, 7701]","[7697]","2","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PP_2019.01.17_Trump-economy_FINAL2","Research report / Introduction","How many Republicans are not confident at all that Trump keeps his own business interests separate from the decisions he makes as president?","[7710, 7711, 7715, 7713, 7716, 7714, 7706, 7702, 7704, 7774]","[7716]","5","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PP_2019.01.17_Trump-economy_FINAL2","Research report / Introduction","In the year when 58% of people thought it was too early to tell if Trump was a successful president, how many people believed that his economic policies had not much effect on the economic situation?","[7762, 7662, 7759, 7751, 7742, 7754, 7750, 7676, 7748, 7745]","[7754, 7748]","6","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PP_2019.01.17_Trump-economy_FINAL2","Research report / Introduction","Compared to Trump in January 2019, what higher percentage of Republicans believed that Clinton in February 1995 would be an unsuccessful president in the long run?","[7762, 7676, 7754, 7758, 7739, 7759, 7658, 7748, 7840, 7723]","[7762]","1","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PP_2019.01.17_Trump-economy_FINAL2","Research report / Introduction","In 2019, what is the percentage difference between those who are not too confident that Robert Mueller is conducting a fair investigation into Russian involvement in the 2016 election and those who were very confident in January 2018?","[7775, 7764, 7777, 7770, 7680, 7716, 7778, 7768, 7774, 7723]","[7778, 7771, 7772]","7","0.33","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PP_2019.01.17_Trump-economy_FINAL2","Research report / Introduction","In 2019, by what percentage is the total proportion of people who say they expect their personal financial situation to improve some or a lot over the course of the next year higher than the proportion of those saying jobs are difficult to find in their community?","[6705, 6647, 6708, 6627, 7796, 7795, 6693, 6679, 7797, 6698]","[7786, 7787, 7796, 7797, 7804]","5","0.4","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PG_2020.05.21_International-Cooperation-COVID_FINAL","Research report / Introduction","How many EU people believe that they will have more influence in world affairs after the coronavirus outbreak compared to before the outbreak?","[6265, 6252, 6266, 6263, 6248, 6147, 6249, 6264, 6259, 6140]","[6249, 6253]","7","0.5","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PG_2020.05.21_International-Cooperation-COVID_FINAL","Research report / Introduction","In the United States, which group has the highest proportion of people who believe that the U.S. will have less influence in world affairs after the coronavirus outbreak compared to before the outbreak?","[6252, 6253, 6256, 6140, 6266, 6146, 6147, 6244, 6265, 6249]","[6249, 6253]","2","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PG_2020.05.21_International-Cooperation-COVID_FINAL","Research report / Introduction","How many Hispanics believe the U.S. can learn a great deal from other countries around the world about ways to slow the spread of coronavirus?","[6199, 6156, 6158, 6151, 6155, 6154, 6157, 6121, 6150, 6209]","[6146, 6156]","2","0.5","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PG_2020.05.21_International-Cooperation-COVID_FINAL","Research report / Introduction","What is the percentage difference between the proportion of people who believe the U.S. should help other countries deal with their problems and those who believe the U.S. has done a poor job in dealing with the coronavirus outbreak?

","[6144, 6146, 6138, 6139, 6209, 6137, 6206, 6184, 6177, 6174]","[6177, 6187]","9","0.5","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PG_2020.05.21_International-Cooperation-COVID_FINAL","Research report / Introduction","How much greater is the partisan divide in the U.S. compared to the U.K. regarding whether the handling of the coronavirus outbreak has been good/excellent?","[6206, 6187, 6201, 6120, 6198, 6118, 6184, 6180, 6202, 6209]","[6202]","9","1.0","200-280","trial_report_best_lambda_0.5.csv"
"0.5","PG_2020.05.21_International-Cooperation-COVID_FINAL","Research report / Introduction","In the United States, by what percentage is the proportion of people who believe the World Health Organization has done a good job in dealing with the coronavirus outbreak lower than the proportion of people who believe the U.S. has done a good job in dealing with the coronavirus outbreak?","[6217, 6122, 6214, 6146, 6218, 6118, 6241, 6140, 6141, 6198]","[6177, 6218, 6187]","5","0.33","200-280","trial_report_best_lambda_0.5.csv"
